id,display_id,title,step_no,step_name,substep_name,difficulty,leetcode_url,tuf_article_url
"stock-span-problem","Q-964","Stock span problem",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","Hard","https://leetcode.com/problems/online-stock-span/","https://takeuforward.org/data-structure/stock-span-problem"
"binary-subarrays-with-sum","Q-923","Binary Subarrays With Sum",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Hard","https://leetcode.com/problems/binary-subarrays-with-sum/","https://takeuforward.org/data-structure/binary-subarray-with-sum"
"count-number-of-nice-subarrays","Q-924","Count number of Nice subarrays",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Hard","https://leetcode.com/problems/count-number-of-nice-subarrays/","https://takeuforward.org/data-structure/count-number-of-nice-subarrays"
"fruit-into-baskets","Q-926","Fruit Into Baskets",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Medium","https://leetcode.com/problems/fruit-into-baskets/description/","https://takeuforward.org/data-structure/fruit-into-baskets"
"longest-repeating-character-replacement","Q-927","Longest Repeating Character Replacement",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Hard","https://leetcode.com/problems/longest-repeating-character-replacement/","https://takeuforward.org/data-structure/longest-repeating-character-replacement"
"longest-substring-without-repeating-characters","Q-2857","Longest Substring Without Repeating Characters",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Medium","https://leetcode.com/problems/longest-substring-without-repeating-characters/","https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/"
"max-consecutive-ones-iii","Q-930","Max Consecutive Ones III",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Medium","https://leetcode.com/problems/max-consecutive-ones-iii/","https://takeuforward.org/data-structure/max-consecutive-ones-iii"
"maximum-points-you-can-obtain-from-cards","Q-922","Maximum Points You Can Obtain from Cards",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Medium","https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/","https://takeuforward.org/data-structure/maximum-point-you-can-obtain-from-cards"
"number-of-substrings-containing-all-three-characters","Q-925","Number of Substrings Containing All Three Characters",10,"Sliding Window & Two Pointer Combined Problems","Medium Problems","Hard","https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/","https://takeuforward.org/data-structure/number-of-substring-containing-all-three-characters"
"longest-substring-with-at-most-k-distinct-characters","Q-928","Longest Substring With At Most K Distinct Characters",10,"Sliding Window & Two Pointer Combined Problems","Hard Problems","Hard","https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/","https://takeuforward.org/data-structure/longest-substring-with-at-most-k-distinct-characters"
"subarrays-with-k-different-integers","Q-988","Subarrays with K Different Integers",10,"Sliding Window & Two Pointer Combined Problems","Hard Problems","Medium","https://leetcode.com/problems/subarrays-with-k-different-integers/","https://takeuforward.org/data-structure/subarray-with-k-different-integers"
"check-if-an-array-represents-a-min-heap","Q-571","Check if an array represents a min heap",11,"Heaps [Learning, Medium, Hard Problems]","Learning","Medium","","https://takeuforward.org/data-structure/check-if-an-array-represents-a-min-heap"
"heaps-theory-video","Q-1223","Heaps (Theory Video)",11,"Heaps [Learning, Medium, Hard Problems]","Learning","Easy","","https://takeuforward.org/data-structure/introduction-to-priority-queues-using-binary-heaps"
"hand-of-straights","Q-556","Hand of Straights",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/hand-of-straights/","https://takeuforward.org/data-structure/hands-of-straights"
"k-th-largest-element-in-an-array","Q-578","K-th Largest element in an array",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Medium","","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/"
"kth-smallest-element-in-an-array-use-priority-queue","Q-2840","Kth smallest element in an array [use priority queue]",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Medium","","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/"
"merge-k-sorted-lists","Q-569","Merge K sorted Lists",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Hard","https://leetcode.com/problems/merge-k-sorted-lists/","https://takeuforward.org/data-structure/merge-m-sorted-lists"
"replace-elements-by-their-rank","Q-898","Replace Elements by Their Rank",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Easy","","https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/"
"sort-k-sorted-array","Q-2409","Sort K sorted array",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Easy","","https://takeuforward.org/data-structure/sort-k-sorted-array"
"task-scheduler","Q-1008","Task Scheduler",11,"Heaps [Learning, Medium, Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/task-scheduler/","https://takeuforward.org/data-structure/task-scheduler"
"design-twitter","Q-565","Design Twitter",11,"Heaps [Learning, Medium, Hard Problems]","Hard Problems","Medium","https://leetcode.com/problems/design-twitter/","https://takeuforward.org/data-structure/design-twitter"
"find-median-from-data-stream","Q-566","Find Median from Data Stream",11,"Heaps [Learning, Medium, Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/find-median-from-data-stream/","https://takeuforward.org/data-structure/find-median-from-data-stream"
"kth-largest-element-in-a-stream-of-running-integers","Q-2838","Kth largest element in a stream of running integers",11,"Heaps [Learning, Medium, Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/kth-largest-element-in-a-stream/#:~:text=Implement%20KthLargest%20class%3A,largest%20element%20in%20the%20stream.","https://takeuforward.org/data-structure/kth-largest-element-in-a-stream-of-running-integers"
"maximum-sum-combination","Q-568","Maximum Sum Combination",11,"Heaps [Learning, Medium, Hard Problems]","Hard Problems","Hard","","https://takeuforward.org/data-structure/maximum-sum-combination"
"minimum-cost-to-connect-sticks","Q-755","Minimum Cost to Connect Sticks",11,"Heaps [Learning, Medium, Hard Problems]","Hard Problems","Medium","","https://takeuforward.org/data-structure/minimum-cost-to-connect-sticks"
"top-k-frequent-elements","Q-1018","Top K Frequent Elements",11,"Heaps [Learning, Medium, Hard Problems]","Hard Problems","Medium","https://leetcode.com/problems/top-k-frequent-elements/","https://takeuforward.org/data-structure/top-k-frequent-elements"
"assign-cookies","Q-2834","Assign Cookies",12,"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","Easy","https://leetcode.com/problems/assign-cookies/","https://takeuforward.org/data-structure/assign-cookies"
"fractional-knapsack","Q-489","Fractional Knapsack",12,"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","Medium","","https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/"
"lemonade-change","Q-543","Lemonade Change",12,"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","Easy","https://leetcode.com/problems/lemonade-change/","https://takeuforward.org/Greedy/lemonade-change"
"valid-paranthesis-checker","Q-545","Valid Paranthesis Checker",12,"Greedy Algorithms [Easy, Medium/Hard]","Easy Problems","Hard","https://leetcode.com/problems/valid-parenthesis-string/","https://takeuforward.org/data-structure/valid-paranthesis-checker"
"candy","Q-544","Candy",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Hard","https://leetcode.com/problems/candy/","https://takeuforward.org/data-structure/candy"
"insert-interval","Q-546","Insert Interval",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","https://leetcode.com/problems/insert-interval/","https://takeuforward.org/data-structure/insert-new-interval"
"job-sequencing-problem","Q-547","Job sequencing Problem",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","","https://takeuforward.org/data-structure/job-sequencing-problem/"
"jump-game-i","Q-542","Jump Game - I",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Easy","https://leetcode.com/problems/jump-game/","https://takeuforward.org/Greedy/jump-game-i"
"jump-game-ii","Q-595","Jump Game II",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","https://leetcode.com/problems/jump-game-ii/","https://takeuforward.org/data-structure/jump-game-2"
"merge-intervals","Q-712","Merge Intervals",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","https://leetcode.com/problems/merge-intervals/","https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/"
"minimum-number-of-platforms-required-for-a-railway","Q-548","Minimum number of platforms required for a railway",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","","https://takeuforward.org/data-structure/minimum-number-of-platforms-required-for-a-railway/"
"n-meetings-in-one-room","Q-549","N meetings in one room",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","","https://takeuforward.org/data-structure/n-meetings-in-one-room/"
"non-overlapping-intervals","Q-550","Non-overlapping Intervals",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","https://leetcode.com/problems/non-overlapping-intervals/","https://takeuforward.org/data-structure/non-overlapping-intervals"
"program-for-least-recently-used-lru-page-replacement-algorithm","Q-2859","Program for Least Recently Used (LRU) Page Replacement Algorithm",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","","https://takeuforward.org/data-structure/program-for-least-recently-used-lru-page-replacement-algorithm"
"shortest-job-first","Q-551","Shortest Job First",12,"Greedy Algorithms [Easy, Medium/Hard]","Medium/Hard","Medium","","https://takeuforward.org/Greedy/shortest-job-first-or-sjf-cpu-scheduling"
"binary-tree-representation-in-java","Q-2864","Binary Tree Representation in Java",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","","https://takeuforward.org/binary-tree/binary-tree-representation-in-java/"
"inorder-traversal-of-binary-tree","Q-2785","Inorder Traversal of Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-inorder-traversal/","https://takeuforward.org/data-structure/inorder-traversal-of-binary-tree/"
"introduction-to-trees","Q-2865","Introduction to Trees",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","","https://takeuforward.org/binary-tree/introduction-to-trees/"
"iterative-inorder-traversal-of-binary-tree","Q-2786","Iterative Inorder Traversal of Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-inorder-traversal/","https://takeuforward.org/data-structure/inorder-traversal-of-binary-tree/"
"iterative-preorder-traversal-of-binary-tree","Q-2872","Iterative Preorder Traversal of Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-preorder-traversal/","https://takeuforward.org/data-structure/iterative-preorder-traversal-of-binary-tree"
"level-order-traversal","Q-134","Level Order Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-level-order-traversal/","https://takeuforward.org/data-structure/level-order-traversal-of-a-binary-tree/"
"post-order-traversal-of-binary-tree-using-1-stack","Q-2787","Post-order Traversal of Binary Tree using 1 stack",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-postorder-traversal/","https://takeuforward.org/data-structure/post-order-traversal-of-binary-tree/"
"post-order-traversal-of-binary-tree-using-2-stack","Q-2788","Post-order Traversal of Binary Tree using 2 stack",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-postorder-traversal/","https://takeuforward.org/data-structure/iterative-postorder-traversal-of-binary-tree-using-2-stack"
"postorder-traversal","Q-135","Postorder Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-postorder-traversal/","https://takeuforward.org/data-structure/iterative-postorder-traversal-of-binary-tree-using-2-stack"
"pre-post-inorder-in-one-traversal","Q-136","Pre, Post, Inorder in one traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","","https://takeuforward.org/data-structure/preorder-inorder-postorder-traversals-in-one-traversal/"
"preorder-inorder-and-postorder-traversal-in-one-traversal","Q-2789","Preorder, Inorder, and Postorder Traversal in one Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","","https://takeuforward.org/data-structure/preorder-inorder-postorder-traversals-in-one-traversal/"
"preorder-traversal","Q-137","Preorder Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Traversals","Easy","https://leetcode.com/problems/binary-tree-preorder-traversal/","https://takeuforward.org/data-structure/preorder-traversal-of-binary-tree/"
"bottom-view-of-bt","Q-115","Bottom view of BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","","https://takeuforward.org/data-structure/bottom-view-of-a-binary-tree/"
"boundary-traversal","Q-116","Boundary Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/boundary-of-binary-tree/","https://takeuforward.org/data-structure/boundary-traversal-of-a-binary-tree/"
"check-for-balanced-binary-tree","Q-127","Check for balanced binary tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/balanced-binary-tree/","https://takeuforward.org/data-structure/check-if-the-binary-tree-is-balanced-binary-tree/"
"check-if-two-trees-are-identical-or-not","Q-129","Check if two trees are identical or not",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/same-tree/","https://takeuforward.org/data-structure/check-if-two-trees-are-identical/"
"diameter-of-binary-tree","Q-130","Diameter of Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Easy","https://leetcode.com/problems/diameter-of-binary-tree/","https://takeuforward.org/data-structure/calculate-the-diameter-of-a-binary-tree/"
"maximum-depth-in-bt","Q-131","Maximum Depth in BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/maximum-depth-of-binary-tree/","https://takeuforward.org/data-structure/maximum-depth-of-a-binary-tree/"
"maximum-path-sum","Q-132","Maximum path sum",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/binary-tree-maximum-path-sum/","https://takeuforward.org/data-structure/maximum-sum-path-in-binary-tree/"
"right-left-view-of-binary-tree","Q-2782","Right/Left View of Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/binary-tree-right-side-view/","https://takeuforward.org/data-structure/right-left-view-of-binary-tree/"
"symmetric-binary-tree","Q-2784","Symmetric Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/symmetric-tree/","https://takeuforward.org/data-structure/check-for-symmetrical-binary-tree/"
"top-view-of-bt","Q-124","Top View of BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","","https://takeuforward.org/data-structure/top-view-of-a-binary-tree/"
"vertical-order-traversal","Q-125","Vertical Order Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/","https://takeuforward.org/data-structure/vertical-order-traversal-of-binary-tree/"
"zig-zag-or-spiral-traversal","Q-126","Zig Zag or Spiral Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Medium Problems","Medium","https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/","https://takeuforward.org/data-structure/zig-zag-traversal-of-binary-tree/"
"children-sum-property-in-binary-tree","Q-185","Children Sum Property in Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Medium","","https://takeuforward.org/data-structure/check-for-children-sum-property-in-a-binary-tree/"
"construct-a-bt-from-preorder-and-inorder","Q-110","Construct a BT from Preorder and Inorder",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/","https://takeuforward.org/data-structure/construct-a-binary-tree-from-inorder-and-preorder-traversal/"
"construct-the-binary-tree-from-postorder-and-inorder-traversal","Q-2781","Construct the Binary Tree from Postorder and Inorder Traversal",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/","https://takeuforward.org/data-structure/construct-binary-tree-from-inorder-and-postorder-traversal/"
"count-total-nodes-in-a-complete-bt","Q-117","Count total nodes in a complete BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Easy","https://leetcode.com/problems/count-complete-tree-nodes/","https://takeuforward.org/binary-tree/count-number-of-nodes-in-a-binary-tree/"
"flatten-binary-tree-to-linked-list","Q-486","Flatten Binary Tree to Linked List",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Medium","https://leetcode.com/problems/flatten-binary-tree-to-linked-list/","https://takeuforward.org/data-structure/flatten-binary-tree-to-linked-list/"
"lca-in-bt","Q-118","LCA in BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/","https://takeuforward.org/data-structure/lowest-common-ancestor-for-two-given-nodes/"
"maximum-width-of-bt","Q-119","Maximum Width of BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Medium","https://leetcode.com/problems/maximum-width-of-binary-tree/","https://takeuforward.org/data-structure/maximum-width-of-a-binary-tree/"
"minimum-time-taken-to-burn-the-bt-from-a-given-node","Q-120","Minimum time taken to burn the BT from a given Node",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","","https://takeuforward.org/data-structure/minimum-time-taken-to-burn-the-binary-tree-from-a-node"
"morris-inorder-traversal-of-a-binary-tree","Q-2792","Morris Inorder Traversal of a Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/binary-tree-inorder-traversal/","https://takeuforward.org/data-structure/morris-inorder-traversal-of-a-binary-tree/"
"morris-preorder-traversal-of-a-binary-tree","Q-2791","Morris Preorder Traversal of a Binary Tree",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/binary-tree-inorder-traversal/","https://takeuforward.org/data-structure/morris-preorder-traversal-of-a-binary-tree/"
"print-all-nodes-at-a-distance-of-k-in-bt","Q-121","Print all nodes at a distance of K in BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/","https://takeuforward.org/data-structure/print-all-the-nodes-at-a-distance-of-k-in-a-binary-tree"
"print-root-to-leaf-path-in-bt","Q-122","Print root to leaf path in BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Medium","","https://takeuforward.org/data-structure/print-root-to-node-path-in-a-binary-tree/"
"serialize-and-de-serialize-bt","Q-112","Serialize and De-serialize BT",13,"Binary Trees [Traversals, Medium and Hard Problems]","Hard Problems","Hard","https://leetcode.com/problems/serialize-and-deserialize-binary-tree/","https://takeuforward.org/data-structure/serialize-and-deserialize-a-binary-tree/"
"find-min-max-in-bst","Q-2398","Find Min/Max in BST",14,"Binary Search Trees [Concept and Problems]","Concepts","Easy","","https://takeuforward.org/data-structure/find-minmax-in-a-bst"
"introduction-to-bst","Q-1153","Introduction to BST",14,"Binary Search Trees [Concept and Problems]","Concepts","Easy","","https://takeuforward.org/binary-search-tree/introduction-to-binary-search-trees/"
"search-in-a-binary-search-tree","Q-2780","Search in a Binary Search Tree",14,"Binary Search Trees [Concept and Problems]","Concepts","Easy","https://leetcode.com/problems/search-in-a-binary-search-tree/","https://takeuforward.org/data-structure/search-in-a-binary-search-tree-2/"
"floor-in-a-binary-search-tree","Q-2778","Floor in a Binary Search Tree",14,"Binary Search Trees [Concept and Problems]","Practice Problems","Easy","","https://takeuforward.org/binary-search-tree/floor-in-a-binary-search-tree/"
"inorder-successor-predecessor-in-bst","Q-2775","Inorder Successor/Predecessor in BST",14,"Binary Search Trees [Concept and Problems]","Practice Problems","Medium","https://leetcode.com/problems/inorder-successor-in-bst/","https://takeuforward.org/data-structure/inorder-successorpredecessor-in-bst"
"kth-smallest-and-largest-element-in-bst","Q-105","Kth Smallest and Largest element in BST",14,"Binary Search Trees [Concept and Problems]","Practice Problems","Medium","https://leetcode.com/problems/kth-smallest-element-in-a-bst/","https://takeuforward.org/data-structure/kth-largest-smallest-element-in-binary-search-tree/"
"merge-2-bst-s","Q-2772","Merge 2 BST's",14,"Binary Search Trees [Concept and Problems]","Practice Problems","Hard","https://leetcode.com/problems/binary-search-tree-iterator/","https://takeuforward.org/data-structure/bst-iterator"
"two-sum-in-bst-check-if-there-exists-a-pair-with-sum-k","Q-2774","Two Sum In BST | Check if there exists a pair with Sum K",14,"Binary Search Trees [Concept and Problems]","Practice Problems","Hard","https://leetcode.com/problems/two-sum-iv-input-is-a-bst/","https://takeuforward.org/data-structure/two-sum-in-bst-check-if-there-exists-a-pair-with-sum-k"
"connected-components","Q-528","Connected Components",15,"Graphs [Concepts & Problems]","Learning","Medium","","https://takeuforward.org/data-structure/connected-components"
"dfs","Q-2831","DFS",15,"Graphs [Concepts & Problems]","Learning","Medium","","https://takeuforward.org/data-structure/depth-first-search-dfs/"
"graph-representation-c","Q-2870","Graph Representation | C++",15,"Graphs [Concepts & Problems]","Learning","Easy","","https://takeuforward.org/graph/graph-representation-in-c/"
"graph-representation-java","Q-2871","Graph Representation | Java",15,"Graphs [Concepts & Problems]","Learning","Easy","","https://takeuforward.org/data-structure/graph-representation-in-java"
"introduction-to-graph","Q-1222","Introduction to Graph",15,"Graphs [Concepts & Problems]","Learning","Easy","","https://takeuforward.org/data-structure/graph-representation-in-java"
"traversal-techniques","Q-529","Traversal Techniques",15,"Graphs [Concepts & Problems]","Learning","Medium","","https://takeuforward.org/data-structure/depth-first-search-dfs/"
"bipartite-graph-dfs","Q-2813","Bipartite Graph (DFS)",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Hard","https://leetcode.com/problems/is-graph-bipartite/","https://takeuforward.org/graph/bipartite-graph-dfs-implementation/"
"connected-components-problem-in-matrix","Q-2830","Connected Components Problem in Matrix",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","","https://takeuforward.org/data-structure/connected-components"
"cycle-detection-in-directed-graph-dfs","Q-2814","Cycle Detection in Directed Graph (DFS)",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Hard","https://leetcode.com/problems/course-schedule-ii/discuss/293048/detecting-cycle-in-directed-graph-problem","https://takeuforward.org/data-structure/detect-cycle-in-a-directed-graph-using-dfs-g-19/"
"cycle-detection-in-undirected-graph-bfs","Q-2817","Cycle Detection in Undirected Graph (bfs)",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Hard","","https://takeuforward.org/data-structure/detect-cycle-in-an-undirected-graph-using-bfs/"
"detect-a-cycle-in-an-undirected-graph","Q-501","Detect a cycle in an undirected graph",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Hard","https://leetcode.com/problems/course-schedule/","https://takeuforward.org/data-structure/detect-cycle-in-an-undirected-graph-using-dfs/"
"distance-of-nearest-cell-having-one","Q-530","Distance of nearest cell having one",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","https://leetcode.com/problems/01-matrix/","https://takeuforward.org/graph/distance-of-nearest-cell-having-1/"
"number-of-enclaves","Q-533","Number of enclaves",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","https://leetcode.com/problems/number-of-enclaves/","https://takeuforward.org/graph/number-of-enclaves/"
"number-of-islands","Q-534","Number of islands",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","https://leetcode.com/problems/number-of-islands/","https://takeuforward.org/data-structure/number-of-distinct-islands/"
"number-of-provinces","Q-535","Number of provinces",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","https://leetcode.com/problems/number-of-provinces/#:~:text=A%20province%20is%20a%20group,the%20total%20number%20of%20provinces.","https://takeuforward.org/data-structure/number-of-provinces/"
"rotten-oranges","Q-536","Rotten Oranges",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","https://leetcode.com/problems/rotting-oranges/","https://takeuforward.org/data-structure/rotten-oranges-min-time-to-rot-all-oranges-bfs/"
"surrounded-regions","Q-537","Surrounded Regions",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Medium","https://leetcode.com/problems/surrounded-regions/","https://takeuforward.org/graph/surrounded-regions-replace-os-with-xs/"
"word-ladder-i","Q-509","Word ladder I",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Hard","https://leetcode.com/problems/word-ladder/","https://takeuforward.org/graph/word-ladder-i-g-29/"
"word-ladder-ii","Q-510","Word ladder II",15,"Graphs [Concepts & Problems]","Problems on BFS/DFS","Hard","https://leetcode.com/problems/word-ladder-ii/","https://takeuforward.org/graph/g-30-word-ladder-ii/"
"alien-dictionary","Q-503","Alien Dictionary",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Hard","https://leetcode.com/problems/alien-dictionary/solution/","https://takeuforward.org/data-structure/alien-dictionary-topological-sort-g-26/"
"course-schedule-i","Q-504","Course Schedule I",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Hard","https://leetcode.com/problems/course-schedule/","https://takeuforward.org/data-structure/course-schedule-i-and-ii-pre-requisite-tasks-topological-sort-g-24/"
"course-schedule-ii","Q-505","Course Schedule II",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Medium","https://leetcode.com/problems/course-schedule-ii/","https://takeuforward.org/data-structure/course-schedule-i-and-ii-pre-requisite-tasks-topological-sort-g-24/"
"detect-a-cycle-in-a-directed-graph","Q-500","Detect a cycle in a directed graph",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Hard","https://leetcode.com/problems/course-schedule/","https://takeuforward.org/data-structure/detect-a-cycle-in-directed-graph-topological-sort-kahns-algorithm-g-23/"
"find-eventual-safe-states","Q-506","Find eventual safe states",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Hard","https://leetcode.com/problems/find-eventual-safe-states/","https://takeuforward.org/data-structure/find-eventual-safe-states-bfs-topological-sort-g-25/"
"topo-sort","Q-2822","Topo Sort",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Hard","","https://takeuforward.org/data-structure/topological-sort-algorithm-dfs-g-21/"
"topological-sort-or-kahn-s-algorithm","Q-502","Topological sort or Kahn's algorithm",15,"Graphs [Concepts & Problems]","Topo Sort and Problems","Hard","","https://takeuforward.org/data-structure/topological-sort-algorithm-dfs-g-21/"
"bellman-ford-algorithm","Q-2826","Bellman Ford Algorithm",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/data-structure/bellman-ford-algorithm-g-41/"
"cheapest-flight-within-k-stops","Q-519","Cheapest flight within K stops",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","https://leetcode.com/problems/cheapest-flights-within-k-stops/","https://takeuforward.org/data-structure/g-38-cheapest-flights-within-k-stops/"
"djisktra-s-algorithm","Q-2827","Djisktra's Algorithm",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/data-structure/dijkstras-algorithm-using-set-g-33/"
"find-the-city-with-the-smallest-number-of-neighbors","Q-521","Find the city with the smallest number of neighbors",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/","https://takeuforward.org/data-structure/find-the-city-with-the-smallest-number-of-neighbours-at-a-threshold-distance-g-43/"
"floyd-warshall-algorithm","Q-522","Floyd warshall algorithm",15,"Graphs [Concepts & Problems]","Shortest Path Algorithms and Problems","Hard","","https://takeuforward.org/data-structure/floyd-warshall-algorithm-g-42/"
